,Title,lyric
4026,Is It Just Me,"Is it just, just me? (Ooh) Is it just, just me? (Ooh)
"
11002,Is It Just Me,11.1
1410,Is It Just Me,"Feelin' like there's nowhere to go, it's taking a toll I don't wanna give you up"
4244,Is It Just Me,"You did it then, you'd do it again, now I'm the other one"
5552,Is It Just Me,"Is it just, just me?
(You know, you know, you know, you know that)"
102,Is It Just Me,"Used to heatin' up in the shower, at it for hours"
3372,Is It Just Me,Is it just me or did our talks get a little bit shorter?
865,Is It Just Me,"We used to talk about growing old, now I don't know"
2500,Is It Just Me,"It's 2 A.M., you're not even home, I'm here alone Callin', but your phone is off"
10457,Is It Just Me,DNA
2282,Is It Just Me,"Is it just, just me? (Ooh) Is it just, just me? (Ooh)
"
4680,Is It Just Me,Did our talks get a little bit shorter?
1301,Is It Just Me,"Feelin' like there's nowhere to go, it's taking a toll"
538,Is It Just Me,"The more I think about how we were, the more that I'm sure"
3699,Is It Just Me,When that argument got vulgar When it should've just blown over
5116,Is It Just Me,When that argument got vulgar When it should've just blown over
974,Is It Just Me,If we gon' make it through the month
10566,Is It Just Me,Studio albums
11111,Is It Just Me,4.1
11220,Is It Just Me,84.8
1628,Is It Just Me,Is it just me or did our talks get a little bit shorter?
5770,Is It Just Me,"Is it just me? Is it, is it?"
2718,Is It Just Me,"Need to know what's going on, 'cause"
4789,Is It Just Me,"Is it just me or (Just me, baby)"
5879,Is It Just Me,"Is it just me? Is it, is it?"
1846,Is It Just Me,Is it just me or did the nights get a little bit colder? When that argument got vulgar
2970,It's Gotta Be You,"It's the way you
(Yeah, that's right)"
5150,It's Gotta Be You,"I promise you I will be true, yeah"
899,It's Gotta Be You,Baby it's the way you make me
1117,It's Gotta Be You,"Kinda get me go crazy Never wanna stop
"
790,It's Gotta Be You,"My hungry heart must be fed
(Uh huh, uh huh)
"
2316,It's Gotta Be You,"Kinda get me go crazy Never wanna stop
"
3733,It's Gotta Be You,"It's gotta be you, all the way
(All the way)"
4605,It's Gotta Be You,"It's gotta be you
(It's you I wanted baby)"
463,It's Gotta Be You,"It's gotta be you
(Uh huh, uh huh, yeah)
 I can't control it anymore"
3515,It's Gotta Be You,"Never wanna stop
 And you know"
10273,It's Gotta Be You,27
4932,It's Gotta Be You,"You say that's it only you
(Ooh yeah)"
2643,It's Gotta Be You,"It's gotta be you
(Uh huh, uh huh)"
2861,It's Gotta Be You,"I promise you I will be true, yeah It's only you
"
4496,It's Gotta Be You,"It's gotta be you
(And I want it now) All that I ever wanted"
10164,It's Gotta Be You,27
572,It's Gotta Be You,I can't control it anymore I've never felt like this before
27,It's Gotta Be You,"Baby, it's the way you make me"
1008,It's Gotta Be You,Baby it's the way you make me Kinda get me go crazy
245,It's Gotta Be You,Kinda get me go crazy Never wanna stop
2207,It's Gotta Be You,Baby it's the way you make me Kinda get me go crazy
136,It's Gotta Be You,"Baby, it's the way you make me Kinda get me go crazy"
1226,It's Gotta Be You,"It's gotta be you
(Uh huh, uh huh)"
1662,It's Gotta Be You,"I promise you I will be true, yeah It's only you
"
5259,It's Gotta Be You,"I promise you I will be true, yeah It's only you"
1989,It's Gotta Be You,"Can't see the world I'm walkin' through
'Cause baby I see only you, oh yeah
"
11036,It's Gotta Be You,4.8
4714,It's Gotta Be You,"It's gotta be you, I will be true"
4278,It's Gotta Be You,"It's gotta be you
(I want it baby) All the way"
2752,It's Gotta Be You,"I promise you I will be true, yeah"
4060,It's Gotta Be You,"It's only you
(It's gotta be you)
"
10818,It's Gotta Be You,"Baby, it's the way you make me
Kinda get me go crazy
Never wanna stop
It's gotta be you
(Uh huh, uh huh, yeah)

I can't control it anymore
I've never felt like this before
Mmm, you really make me lose my head
My hungry heart must be fed
(Uh huh, uh huh)

Baby it's the way you make me
Kinda get me go crazy
Never wanna stop

It's gotta be you
(Uh huh, uh huh)
All the way
It's gotta be you
(Uh huh, uh huh)
Everyday
I promise you I will be true, yeah
It's only you

Now I know why I was born
You feel my feelings one by one
Can't see the world I'm walkin' through
'Cause baby I see only you, oh yeah

Baby it's the way you make me
Kinda get me go crazy
Never wanna stop

It's gotta be you
(Uh huh, uh huh)
All the way
It's gotta be you
(Uh huh, uh huh)
Everyday
I promise you I will be true, yeah
It's only you

It's the way you
(Yeah, that's right)
Kinda get me go crazy
(Hah come on)
Baby, it's the way you make me
Kinda get me go crazy
(It's gotta be you)
Never wanna stop

And you know
I can't see the world I'm walkin' through
'Cause of you, yeah

It's gotta be you, all the way
(All the way)
All that I ever wanted
(Yeah ah)
It's gotta be you, I will be true, yeah
It's only you
(It's gotta be you)

It's gotta be you
(I want it baby)
All the way
It's gotta be you
(And I want it now)
All that I ever wanted
It's gotta be you
(It's you I wanted baby)
It's gotta be you, I will be true
It's only you
(It's got to be, it's got to be you, baby)
You say that's it only you
(Ooh yeah)
Uh huh, uh huh, uh huh, uh huh
I promise you I will be true, yeah
It's only you"
4169,It's Gotta Be You,"It's gotta be you
(I want it baby)"
681,It's Gotta Be You,"Mmm, you really make me lose my head"
2425,It's Gotta Be You,"It's gotta be you
(Uh huh, uh huh)"
10491,It's Gotta Be You,Studio albums
2534,It's Gotta Be You,"It's gotta be you
(Uh huh, uh huh) All the way"
1880,It's Gotta Be You,You feel my feelings one by one
354,It's Gotta Be You,"It's gotta be you
(Uh huh, uh huh, yeah)
"
3624,It's Gotta Be You,"I can't see the world I'm walkin' through
'Cause of you, yeah
"
1444,It's Gotta Be You,"It's gotta be you
(Uh huh, uh huh)"
1335,It's Gotta Be You,"It's gotta be you
(Uh huh, uh huh) All the way"
10927,It's Gotta Be You,12.5
1771,It's Gotta Be You,Now I know why I was born
1553,It's Gotta Be You,"I promise you I will be true, yeah"
3079,It's Gotta Be You,"Kinda get me go crazy
(Hah come on)"
3842,It's Gotta Be You,"All that I ever wanted
(Yeah ah)"
3951,It's Gotta Be You,"It's gotta be you, I will be true, yeah"
4387,It's Gotta Be You,"It's gotta be you
(And I want it now)"
3188,It's Gotta Be You,"Baby, it's the way you make me"
11254,It's Gotta Be You,96.47
10382,It's Gotta Be You,Millennium
5041,It's Gotta Be You,"Uh huh, uh huh, uh huh, uh huh"
3297,It's Gotta Be You,"Kinda get me go crazy
(It's gotta be you)"
3406,It's Gotta Be You,"Kinda get me go crazy
(It's gotta be you) Never wanna stop
"
4823,It's Gotta Be You,"It's only you
(It's got to be, it's got to be you, baby)"
2098,It's Gotta Be You,Baby it's the way you make me
11145,It's Gotta Be You,82.7
10947,It's True,27.8
2990,It's True,I mean it From the bottom of my heart
1246,It's True,"I know that I was wrong, oh yes Can you believe me"
701,It's True,"Can you forgive me And open your heart once again?
"
1682,It's True,So I wonder if you want me still Can you forgive me
1028,It's True,"Yeah, it's true Without you I would fall apart
"
11165,It's True,69.1
1573,It's True,So I wonder if you want me still
1900,It's True,It's true I mean it
2227,It's True,I'd do anything to make it up to you
374,It's True,And I'm sorry for the things I did
2663,It's True,I mean it From the bottom of my heart
2772,It's True,"Yeah it's true Without you I would fall apart
"
47,It's True,Even the lovers makes a mistake sometimes
2336,It's True,I'd do anything to make it up to you So please understand
483,It's True,For your teardrops over words I said
1464,It's True,But I love you and I always will
919,It's True,I mean it From the bottom of my heart
2554,It's True,It's true I mean it
11274,It's True,99.44
10511,It's True,Studio albums
10293,It's True,47
810,It's True,It's true I mean it
156,It's True,Even the lovers makes a mistake sometimes Like any other
10402,It's True,Black & Blue
2881,It's True,It's true I mean it
3099,It's True,"Yeah it' true Without you I would fall apart
"
10184,It's True,47
10838,It's True,"Even the lovers makes a mistake sometimes
Like any other
Fall out and lose his mind
And I'm sorry for the things I did
For your teardrops over words I said
Can you forgive me
And open your heart once again?

It's true
I mean it
From the bottom of my heart
Yeah, it's true
Without you I would fall apart

Whatever happened
I know that I was wrong, oh yes
Can you believe me
Maybe your faith is gone, but is it?
But I love you and I always will
So I wonder if you want me still
Can you forgive me
And open your heart once again, oh yeah

It's true
I mean it
From the bottom of my heart
Yeah, it's true
Without you I would fall apart

I'd do anything to make it up to you
So please understand
And open your heart once again

It's true
I mean it
From the bottom of my heart
Yeah it's true
Without you I would fall apart

It's true
I mean it
From the bottom of my heart
Yeah it' true
Without you I would fall apart

Oh...
Oh yeah...
It's true..."
1137,It's True,"I know that I was wrong, oh yes"
592,It's True,For your teardrops over words I said Can you forgive me
2009,It's True,I mean it From the bottom of my heart
2118,It's True,"Yeah, it's true Without you I would fall apart
"
265,It's True,Like any other Fall out and lose his mind
11056,It's True,3.1
1791,It's True,"And open your heart once again, oh yeah
"
1355,It's True,"Maybe your faith is gone, but is it?"
2445,It's True,"So please understand And open your heart once again
"
543,Just Like You Like It,"Oh, we're two shadows in the dark Nothing between us but a spark"
2723,Just Like You Like It,"I'm gonna love you just like you like it
 Just like you like it"
2069,Just Like You Like It,"Girl, it's all for you, everything I do"
2941,Just Like You Like It,"Oh, just like you like it Just like you like it
"
434,Just Like You Like It,"Oh, we're two shadows in the dark"
3704,Just Like You Like It,"I'll pour it on, strong and smooth"
2832,Just Like You Like It,"Just like you like it Oh, just like you like it"
3050,Just Like You Like It,"Just like you like it
 I can feel you want to"
11225,Just Like You Like It,54.1
4794,Just Like You Like It,"Just like you like it, just like you like it"
5012,Just Like You Like It,"Just like you like it, you like it"
10571,Just Like You Like It,Studio albums
1742,Just Like You Like It,"Girl, let my fingers trace all over you Just like you like it"
11007,Just Like You Like It,45.0
1306,Just Like You Like It,"I'm gonna love you just like you like it
"
5121,Just Like You Like It,"Just like you like it, you like it Just like you like it
"
10898,Just Like You Like It,"Turn that music way down low
We'll take it nice and slow
I'll play it for you, just like you like it
Oh, we're two shadows in the dark
Nothing between us but a spark
I'll light this night up just like you like it

Girl, it's all for you, everything I do
You just set the groove
I'll pour it on, strong and smooth
We've got all night long
So, tell me what you want
I'm gonna love you just like you like it

Oh, just like you like it

I'll brush that hair back off your face
Girl, let my fingers trace all over you
Just like you like it
You breathe my name, I feel the heat
Now we're on fire in these sheets
'Cause I'm burning for you, just like you like it

Girl, it's all for you, everything I do
You just set the groove
I'll pour it on, strong and smooth
We've got all night long
So, tell me what you want
I'm gonna love you just like you like it

Just like you like it
Oh, just like you like it
Just like you like it

I can feel you want to
In the air, in the air, in the air
I know where you're going
I'ma get you there, get you there, get you there

Girl, it's all for you, everything I do
You just set the groove
I'll pour it on, strong and smooth
We've got all night long
So, tell me what you want
I'm gonna love you just like you like it

Just like you like it
Just like you like
Just like you like it
Just like you like it
Just like you like it
Just like you like it
Just like you like it, just like you like it
Just like you like it, oh, just like you like it
Just like you like it, you like it
Just like you like it

Just like you like it, oh, just like you like it
Just like you like it, oh, just like you like it
Just like you like it, just like you like it"
1633,Just Like You Like It,"Girl, let my fingers trace all over you"
11116,Just Like You Like It,0.9
216,Just Like You Like It,Turn that music way down low We'll take it nice and slow
107,Just Like You Like It, Turn that music way down low
979,Just Like You Like It,"I'll pour it on, strong and smooth"
870,Just Like You Like It,"Girl, it's all for you, everything I do You just set the groove"
1851,Just Like You Like It,"You breathe my name, I feel the heat"
2287,Just Like You Like It,"I'll pour it on, strong and smooth"
4685,Just Like You Like It,Just like you like it Just like you like it
10244,Just Like You Like It,107
2505,Just Like You Like It,"We've got all night long So, tell me what you want"
5448,Just Like You Like It,"Just like you like it, just like you like it"
3377,Just Like You Like It,"I'ma get you there, get you there, get you there
"
652,Just Like You Like It,"I'll light this night up just like you like it
"
3813,Just Like You Like It,"I'll pour it on, strong and smooth We've got all night long"
4031,Just Like You Like It,"I'm gonna love you just like you like it
"
4903,Just Like You Like It,"Just like you like it, oh, just like you like it"
3486,Just Like You Like It,"Girl, it's all for you, everything I do"
3159,Just Like You Like It,"In the air, in the air, in the air"
10353,Just Like You Like It,107
5230,Just Like You Like It,"Just like you like it, oh, just like you like it"
1415,Just Like You Like It,"I'm gonna love you just like you like it
 Oh, just like you like it
"
5339,Just Like You Like It,"Just like you like it, oh, just like you like it"
2396,Just Like You Like It,"I'll pour it on, strong and smooth We've got all night long"
3595,Just Like You Like It,"Girl, it's all for you, everything I do You just set the groove"
10462,Just Like You Like It,DNA
4249,Just Like You Like It,Just like you like it Just like you like
1197,Just Like You Like It,"We've got all night long So, tell me what you want"
2614,Just Like You Like It,"I'm gonna love you just like you like it
"
761,Just Like You Like It,"Girl, it's all for you, everything I do"
1960,Just Like You Like It,"Now we're on fire in these sheets
'Cause I'm burning for you, just like you like it
"
325,Just Like You Like It,"I'll play it for you, just like you like it"
3922,Just Like You Like It,"We've got all night long So, tell me what you want"
1088,Just Like You Like It,"I'll pour it on, strong and smooth We've got all night long"
11334,Just Like You Like It,99.97
4358,Just Like You Like It,Just like you like Just like you like it
2178,Just Like You Like It,"Girl, it's all for you, everything I do You just set the groove"
4140,Just Like You Like It,"I'm gonna love you just like you like it
 Just like you like it"
4576,Just Like You Like It,Just like you like it Just like you like it
4467,Just Like You Like It,Just like you like it Just like you like it
1524,Just Like You Like It,I'll brush that hair back off your face
3268,Just Like You Like It,"In the air, in the air, in the air I know where you're going"
486,Just Want You to Know,"Wrapped around your finger, always on my mind"
159,Just Want You to Know,You gave me a smile that I could never forget
2775,Just Want You to Know,That there's a day you'll come back to me
595,Just Want You to Know,The days would blend 'cause we stayed up all night
3102,Just Want You to Know,"I would do it all again
 I just want you to know"
11168,Just Want You to Know,84.5
10514,Just Want You to Know,Studio albums
3974,Just Want You to Know,"No, I would do it all again Just want you to know"
3320,Just Want You to Know,That I've been fighting to let you go Some days I make it through
3865,Just Want You to Know,"No, I would do it all again"
268,Just Want You to Know,You gave me a smile that I could never forget And nothing I could do
2884,Just Want You to Know,"But still I have to say (I have to say, I)"
3429,Just Want You to Know,And then there's nights that never end
11277,Just Want You to Know,-83.08
3211,Just Want You to Know,That I've been fighting to let you go
2993,Just Want You to Know,"But still I have to say (I have to say, I) I would do it all again
"
377,Just Want You to Know,"Could protect me from you that night
"
10950,Just Want You to Know,7.1
10405,Just Want You to Know,Never Gone
10841,Just Want You to Know,"Looking at your picture from when we first met
You gave me a smile that I could never forget
And nothing I could do
Could protect me from you that night

Wrapped around your finger, always on my mind
The days would blend 'cause we stayed up all night
Yeah, you and I were everything, everything to me

I just want you to know
That I've been fighting to let you go (oh)
Some days I make it through
And then there's nights that never end
I wish that I could believe
That there's a day you'll come back to me
But still I have to say (yeah)
I would do it all again
Just want you to know

All the doors are closing, I try to move ahead
And deep inside I wish it's me instead
My dreams are empty from the day
The day you slipped away

And I just want you to know ('cause I can't fight it)
That I've been fighting to let you go (oh)
Some days I make it through (and then there's)
And then there's nights that never end
I wish that I could believe
That there's a day you'll come back to me
But still I have to say (I have to say, I)
I would do it all again

I just want you to know
That I've been fighting to let you go
Some days I make it through
And then there's nights that never end
I wish that I could believe (yeah)
That there's a day you'll come back to me
But still I have to say (but still I have to say)
No, I would do it all again
Just want you to know"
2666,Just Want You to Know,And then there's nights that never end I wish that I could believe
10296,Just Want You to Know,50
2448,Just Want You to Know,Some days I make it through (and then there's)
1031,Just Want You to Know,That I've been fighting to let you go (oh) Some days I make it through
813,Just Want You to Know,"Yeah, you and I were everything, everything to me
 I just want you to know"
1685,Just Want You to Know,"I would do it all again Just want you to know
"
3756,Just Want You to Know,But still I have to say (but still I have to say)
1140,Just Want You to Know,And then there's nights that never end
2230,Just Want You to Know,And I just want you to know ('cause I can't fight it)
1249,Just Want You to Know,And then there's nights that never end I wish that I could believe
2121,Just Want You to Know,"My dreams are empty from the day The day you slipped away
"
10187,Just Want You to Know,50
1467,Just Want You to Know,But still I have to say (yeah)
1903,Just Want You to Know,And deep inside I wish it's me instead
11059,Just Want You to Know,8.4
3538,Just Want You to Know,I wish that I could believe (yeah)
1576,Just Want You to Know,But still I have to say (yeah) I would do it all again
50,Just Want You to Know,Looking at your picture from when we first met
2339,Just Want You to Know,That I've been fighting to let you go (oh)
704,Just Want You to Know,"Yeah, you and I were everything, everything to me
"
3647,Just Want You to Know,That there's a day you'll come back to me
1358,Just Want You to Know,That there's a day you'll come back to me
2012,Just Want You to Know,My dreams are empty from the day
1794,Just Want You to Know,"All the doors are closing, I try to move ahead"
2557,Just Want You to Know,And then there's nights that never end
922,Just Want You to Know,That I've been fighting to let you go (oh)
1750,Just to Be Close to You,It's the only thing That I wanna do
2840,Just to Be Close to You,You know There will never be
10361,Just to Be Close to You,Backstreet Boys
7745,Just to Be Close to You,It's the only thing That I wanna do
551,Just to Be Close to You,"Just to be close to ya
 Like a flower to a tree"
2513,Just to Be Close to You,"I need ya
(Baby hold me closer, closer)
"
5565,Just to Be Close to You,Just to be close Just to be close
3494,Just to Be Close to You,Just to be close It's the only thing
6110,Just to Be Close to You,"Just to be close to you
(Closer to you)"
6655,Just to Be Close to You,I don't want to be alone girl
7091,Just to Be Close to You,"There will never be
(Never be) No one else for me"
11124,Just to Be Close to You,88.6
8399,Just to Be Close to You,I just wanna be close to you
7854,Just to Be Close to You,"That I wanna do Ooh, just to be close (close)"
1641,Just to Be Close to You,Just to be close It's the only thing
11015,Just to Be Close to You,1.6
4475,Just to Be Close to You,I'm gonna give it to you All my love
2186,Just to Be Close to You,"Just to be close to you
(Closer to you) Just to be close
"
8181,Just to Be Close to You,"Just to be close to you
(Closer to you) Just to be close
"
3712,Just to Be Close to You,"That I wanna do Ooh, just to be close (close)"
1096,Just to Be Close to You,"And daytime is to light We'll never part
(We'll never part)
"
10252,Just to Be Close to You,6
7309,Just to Be Close to You,"You are like a dream That became reality
"
6873,Just to Be Close to You,"I'll never, never, never ever let you got Just to be close"
5892,Just to Be Close to You,"That I wanna do Ooh, just to be close (close)"
6001,Just to Be Close to You,"Ooh, just to be close (close) Just to be close"
3603,Just to Be Close to You,It's the only thing That I wanna do
3930,Just to Be Close to You,"Just to be close to you
(Closer to you)"
6437,Just to Be Close to You,"I'll never, never, never ever let you go"
333,Just to Be Close to You,"You got someone you wanna get close to Then get close to this
"
4802,Just to Be Close to You,I'm gonna give it to you Give you everything you need
6982,Just to Be Close to You,"Just to be close There will never be
(Never be)"
1423,Just to Be Close to You,"The only thing that I see
'Cause I believe it's our destiny
 Just to be close"
10906,Just to Be Close to You,9.8
4693,Just to Be Close to You,I'm gonna give it to you I'm gonna give it to you
5456,Just to Be Close to You,"Close to you
 Just to be close"
5020,Just to Be Close to You,I'm gonna give it to you I'm gonna give it to you
2949,Just to Be Close to You,There will never be No one else for me
10143,Just to Be Close to You,6
878,Just to Be Close to You,"To your heart
(Baby to your heart, heart) Like the stars to the night"
6328,Just to Be Close to You,"Just to be close
 I don't want to be alone"
1314,Just to Be Close to You,"The only thing that I see
'Cause I believe it's our destiny
"
1859,Just to Be Close to You,"That I wanna do Ooh, just to be close (close)"
7418,Just to Be Close to You,"That became reality
 Just to be close"
4366,Just to Be Close to You,I'm gonna give it to you I'm gonna give it to you
5129,Just to Be Close to You,"Give you all you want
(To be close to you)"
4039,Just to Be Close to You,"Just to be close to you
(Closer to you) Just to be close
"
5347,Just to Be Close to You,"To be close to you
(Close to you) Close to you
"
987,Just to Be Close to You,Like the stars to the night And daytime is to light
2295,Just to Be Close to You,"Just to be close
 So lonely is the night"
8290,Just to Be Close to You,I just wanna be close to you
2404,Just to Be Close to You,"Without you to hold me tight
(I wanna hold you closer)"
3276,Just to Be Close to You,"That became reality
 Just to be close"
3058,Just to Be Close to You,No one else for me You are like a dream
7636,Just to Be Close to You,Just to be close It's the only thing
2077,Just to Be Close to You,"Just to be close to you
(Closer to you)"
115,Just to Be Close to You,This is for the lovers Strictly for the lovers
7200,Just to Be Close to You,No one else for me You are like a dream
4911,Just to Be Close to You,Give you everything you need I'm gonna give it to you
11233,Just to Be Close to You,98.38
769,Just to Be Close to You,"To your heart
(Baby to your heart, heart)"
3821,Just to Be Close to You,"Ooh, just to be close (close) Just to be close"
4148,Just to Be Close to You,I'm gonna give you all my love
2622,Just to Be Close to You,"I need ya
(Baby hold me closer, closer)
 My life would mean nothing"
660,Just to Be Close to You,That's how close I want to be
5674,Just to Be Close to You,Just to be close It's the only thing
6,Just to Be Close to You, This is for the lovers
8072,Just to Be Close to You,"Just to be close to you
(Closer to you)"
5238,Just to Be Close to You,"To be close to you
(Close to you)"
10470,Just to Be Close to You,Studio albums
442,Just to Be Close to You,"Ooh Just to be close to ya
"
1968,Just to Be Close to You,"Ooh, just to be close (close) Just to be close"
3167,Just to Be Close to You,"You are like a dream That became reality
"
4257,Just to Be Close to You,I'm gonna give you all my love I'm gonna give it to you
3385,Just to Be Close to You,Just to be close Just to be close
7963,Just to Be Close to You,"Ooh, just to be close (close) Just to be close"
1532,Just to Be Close to You,Just to be close Just to be close
1205,Just to Be Close to You,"I want you to be
(I want you to be)"
6764,Just to Be Close to You,"I'll never, never, never ever let you got"
6219,Just to Be Close to You,"Just to be close to you
(Closer to you) Just to be close
"
2731,Just to Be Close to You,My life would mean nothing Without the joy you bring
5783,Just to Be Close to You,It's the only thing That I wanna do
6546,Just to Be Close to You,"I'll never, never, never ever let you go Just wanna be close to you"
10797,Just to Be Close to You,"This is for the lovers
Strictly for the lovers
Yeah
You got someone you wanna get close to
Then get close to this

Ooh
Ooh
Just to be close to ya

Like a flower to a tree
That's how close I want to be
To your heart
(Baby to your heart, heart)
Like the stars to the night
And daytime is to light
We'll never part
(We'll never part)

I want you to be
(I want you to be)
The only thing that I see
'Cause I believe it's our destiny

Just to be close
Just to be close
It's the only thing
That I wanna do
Ooh, just to be close (close)
Just to be close
Just to be close to you
(Closer to you)
Just to be close

So lonely is the night
Without you to hold me tight
(I wanna hold you closer)
I need ya
(Baby hold me closer, closer)

My life would mean nothing
Without the joy you bring
To Me
You know
You know
You know
There will never be
No one else for me
You are like a dream
That became reality

Just to be close
Just to be close
It's the only thing
That I wanna do
Ooh, just to be close (close)
Just to be close
Just to be close to you
(Closer to you)
Just to be close

I'm gonna give you all my love
I'm gonna give it to you
I'm gonna give it to you
All my love
I'm gonna give it to you
I'm gonna give it to you
Give you everything you need
I'm gonna give it to you
I'm gonna give it to you
Give you all you want
(To be close to you)
To be close to you
(Close to you)
Close to you

Just to be close
Just to be close
It's the only thing
That I wanna do
Ooh, just to be close (close)
Just to be close
Just to be close to you
(Closer to you)
Just to be close

I don't want to be alone
I'll never, never, never ever let you go
Just wanna be close to you
I don't want to be alone girl
I'll never, never, never ever let you got
Just to be close
There will never be
(Never be)
No one else for me
You are like a dream
That became reality

Just to be close
Just to be close
It's the only thing
That I wanna do
Ooh, just to be close (close)
Just to be close
Just to be close to you
(Closer to you)
Just to be close

I just wanna be close to you
Ooh
Ooh
I just wanna be close to you"
4584,Just to Be Close to You,All my love I'm gonna give it to you
224,Just to Be Close to You,You got someone you wanna get close to
7527,Just to Be Close to You,Just to be close Just to be close
1332,Larger than Life,"And that makes you larger than life
"
10815,Larger than Life,"I may run and hide when you're screamin' my name, alright
But let me tell you now, there are prices to fame, alright
All of our time spent in flashes of light

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life, alright

Looking at the crowd and I see your body sway, c'mon
Wishin' I could thank you in a different way, c'mon
'Cause all of your time spent keeps us alive

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life

Larger than life
Yeah, that's right
All of your time spent keeps us alive, yeah
Every time we're down, you can make it right

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger than life

Yeah, every time we're down
Yeah, you can make it right
Yeah, that's what makes you larger than life, yeah

All you people can't you see, can't you see
How your love's affecting our reality?
Every time we're down, you can make it right
And that makes you larger, that makes you larger
Than makes you larger than life, yeah"
896,Larger than Life,"Wishin' I could thank you in a different way, c'mon
'Cause all of your time spent keeps us alive
"
24,Larger than Life,"I may run and hide when you're screamin' my name, alright"
2967,Larger than Life,"And that makes you larger, that makes you larger"
10379,Larger than Life,Millennium
2313,Larger than Life,"And that makes you larger than life
 Yeah, every time we're down"
2422,Larger than Life,"Yeah, every time we're down Yeah, you can make it right"
1005,Larger than Life,"All you people can't you see, can't you see"
10161,Larger than Life,24
11251,Larger than Life,98.96
133,Larger than Life,"But let me tell you now, there are prices to fame, alright"
569,Larger than Life,"Every time we're down, you can make it right"
10488,Larger than Life,Studio albums
2749,Larger than Life,"All you people can't you see, can't you see How your love's affecting our reality?"
1550,Larger than Life,"Larger than life Yeah, that's right"
1768,Larger than Life,"Every time we're down, you can make it right
"
1223,Larger than Life,"Every time we're down, you can make it right"
1986,Larger than Life,"All you people can't you see, can't you see How your love's affecting our reality?"
678,Larger than Life,"And that makes you larger than life, alright
"
11033,Larger than Life,0.5
10270,Larger than Life,24
242,Larger than Life,"All of our time spent in flashes of light
"
2531,Larger than Life,"Yeah, that's what makes you larger than life, yeah
"
2204,Larger than Life,"And that makes you larger than life
"
1441,Larger than Life,"And that makes you larger than life
 Larger than life"
460,Larger than Life,"All you people can't you see, can't you see How your love's affecting our reality?"
351,Larger than Life,"All you people can't you see, can't you see"
1877,Larger than Life,"All you people can't you see, can't you see"
2858,Larger than Life,"Every time we're down, you can make it right"
3076,Larger than Life,"Than makes you larger than life, yeah"
2095,Larger than Life,"Every time we're down, you can make it right"
2640,Larger than Life,"All you people can't you see, can't you see"
1659,Larger than Life,"All of your time spent keeps us alive, yeah"
1114,Larger than Life,"All you people can't you see, can't you see How your love's affecting our reality?"
787,Larger than Life,"Looking at the crowd and I see your body sway, c'mon"
10924,Larger than Life,15.6
11142,Larger than Life,83.9
10147,Let's Have a Party,10
1209,Let's Have a Party,Don't you hear the music Don't you feel the groove
3171,Let's Have a Party,Can't believe it's true I've been waiting all night long
11019,Let's Have a Party,2.8
4588,Let's Have a Party,The mad fun has just began at the party yo! Give a call or beep her
2190,Let's Have a Party,Everybody Girl you know
10474,Let's Have a Party,Studio albums
3062,Let's Have a Party,You really blow my mind Can't believe it's true
4479,Let's Have a Party,The mad fun has just began at the party yo!
555,Let's Have a Party,"But all I wanna know is where the party at
"
6550,Let's Have a Party,So enjoy yourself with me So enjoy yourself with me
6114,Let's Have a Party,"Girl you know
(You're lookin' good) I like the way you swing"
6223,Let's Have a Party,Yeah We're movin to the groove
1100,Let's Have a Party,Come and dance with me Don't you hear the music
5133,Let's Have a Party,You want more than what you came here for I see you lookin' at me
10256,Let's Have a Party,10
2081,Let's Have a Party,I like the way you swing it
1318,Let's Have a Party,Yeah Come on girl
11237,Let's Have a Party,99.92
5242,Let's Have a Party,I see you lookin' at me Across the dance floor
6332,Let's Have a Party,"Throw your hands up
'Cause we're gonna have a party"
4697,Let's Have a Party,Give a call or beep her Make sure your girl ain't creepin'
337,Let's Have a Party,Let's have a party Let's have a party
2953,Let's Have a Party,Sharin our first kiss You really blow my mind
1863,Let's Have a Party,Throw your hands up in the air
446,Let's Have a Party,"Everybody Let's have a party
"
4043,Let's Have a Party,"Everybody
'Cause we're gonna have a party Let's have a party"
3607,Let's Have a Party,We're movin to the groove yeah Let's have a party
6005,Let's Have a Party,"Everybody Girl you know
(You're lookin' good)"
2299,Let's Have a Party,Girl you know You're lookin' good
991,Let's Have a Party,Let's stop playin' games girl Come and dance with me
5351,Let's Have a Party,I wish for that sweet little kiss
1972,Let's Have a Party,Throw your hands up in the air Let's have a party
3934,Let's Have a Party,"Everybody
'Cause we're gonna have a party"
